time,A0,B0,C0,D0,E0,F0,G0,H0,A1,B1,C1,D1,E1,F1,G1,H1,A2,B2,C2,D2,E2,F2,G2,H2,A3,B3,C3,D3,E3,F3,G3,H3,A4,B4,C4,D4,E4,F4,G4,H4,A5,B5,C5,D5,E5,F5,G5,H5,A6,B6,C6,D6,E6,F6,G6,H6,A7,B7,C7,D7,E7,F7,G7,H7,A8,B8,C8,D8,E8,F8,G8,H8,A9,B9,C9,D9,E9,F9,G9,H9,A10,B10,C10,D10,E10,F10,G10,H10,A11,B11,C11,D11,E11,F11,G11,H11
12:31:27,23815,21762,22631,13530,13975,13813,10773,11092,25554,23686,23779,15013,15232,15140,12046,12360,28530,25987,28049,17976,18735,17547,12254,12697,37330,32552,32113,29277,30031,23646,13197,13717,47133,39888,40608,34890,41048,41756,14455,16534,60621,47041,58862,34251,39745,42509,17065,18231,72119,71282,57458,39464,35962,46187,20550,21044,59214,53776,69305,27175,32274,40961,20462,22088,63975,71885,77049,45176,48319,37196,21286,21500,81116,75272,85949,34278,35769,53991,22056,23172,64172,83010,63301,46072,48723,51286,21651,23031,5306,8401,4420,879,893,883,906,937
12:46:27,24265,22100,22974,13690,14114,13938,10834,11175,26013,24101,24142,15146,15394,15258,12081,12443,29046,26463,28618,18170,18947,17726,12337,12779,38154,33324,32772,29874,30478,23903,13280,13816,48414,40934,41657,35472,42078,42373,14560,16670,62792,48544,61107,34869,40499,43193,17311,18462,74951,74421,59349,40326,36559,47048,20880,21380,61433,55864,72365,27768,32906,41833,20857,22450,66258,74881,80300,46396,49488,37827,21726,21870,84013,78484,89190,35173,36657,55198,22520,23601,66650,86234,65752,47300,49727,52327,22082,23513,5303,8468,4420,888,890,882,906,934
13:01:27,24774,22489,23396,13826,14272,14060,10908,11268,26469,24510,24552,15291,15551,15391,12168,12483,29563,26976,29190,18377,19192,17864,12416,12863,38965,33997,33475,30423,30933,24172,13362,13896,49723,42036,42705,36024,43125,42917,14683,16798,64988,50095,63457,35518,41221,43946,17491,18681,77881,77582,61408,41208,37139,47930,21225,21746,63764,57956,75503,28323,33560,42758,21181,22860,68734,77998,83733,47638,50667,38530,22168,22273,87041,81878,92510,36103,37548,56399,22944,24044,69230,89533,68390,48556,50761,53352,22511,23978,5297,8535,4431,883,892,883,908,936
13:16:27,25296,22848,23803,13994,14421,14206,10981,11347,26940,24906,24932,15441,15686,15493,12218,12566,30149,27464,29788,18597,19391,18059,12453,12928,39792,34747,34158,30957,31326,24391,13431,13995,51083,43127,43719,36480,44105,43472,14796,16964,67294,51653,65897,36101,41947,44704,17682,18880,80892,80985,63473,42046,37694,48768,21611,22063,66262,60218,78731,28897,34218,43625,21557,23226,71336,81252,87314,48842,51831,39233,22632,22664,89983,85315,95934,37006,38479,57649,23402,24516,71882,92922,70994,49787,51732,54372,22936,24502,5312,8607,4437,880,893,883,906,942
13:31:27,25800,23244,24203,14140,14546,14328,11046,11427,27383,25316,25294,15603,15804,15610,12291,12675,30648,27963,30345,18787,19605,18189,12524,13001,40654,35475,34858,31422,31719,24595,13498,14081,52472,44209,44799,36956,45083,43951,14889,17097,69633,53303,68383,36684,42651,45414,17856,19098,84039,84464,65635,42994,38285,49601,21949,22437,68709,62568,82035,29487,34852,44522,21954,23635,73950,84634,90970,50092,53039,39839,23046,23065,92971,88878,OVRFLW,37913,39410,58872,23847,24970,74641,96449,73779,51006,52722,55370,23357,25009,5308,8671,4435,883,894,885,904,934
13:46:27,26303,23645,24614,14294,14705,14476,11117,11517,27856,25747,25720,15738,15940,15712,12356,12697,31222,28474,30907,18982,19808,18322,12613,13096,41522,36252,35544,31907,32099,24787,13568,14173,53866,45370,45908,37410,46015,44418,15014,17231,72048,54957,70985,37294,43395,46086,18027,19321,87198,88080,67895,43831,38885,50450,22319,22772,71322,64993,85549,30049,35504,45431,22306,23988,76798,88082,94831,51400,54292,40546,23509,23430,95954,92629,OVRFLW,38949,40371,60133,24297,25394,77553,OVRFLW,76553,52262,53733,56429,23743,25488,5309,8741,4450,885,899,886,909,939
14:01:27,26884,24076,25081,14449,14837,14568,11191,11589,28367,26154,26102,15860,16068,15834,12425,12815,31833,28953,31505,19188,20038,18473,12665,13172,42395,36997,36220,32399,32437,25008,13645,14247,55258,46548,47032,37853,46939,44869,15081,17374,74569,56688,73664,37901,44063,46803,18201,19536,90459,91854,70248,44747,39426,51319,22704,23132,74080,67481,89235,30670,36198,46362,22674,24366,79680,91676,OVRFLW,52657,55465,41238,23958,23807,OVRFLW,96426,OVRFLW,39943,41303,61331,24728,25810,80630,OVRFLW,79392,53516,54708,57427,24175,25977,5323,8827,4445,882,890,882,910,946
14:16:27,27441,24495,25523,14597,14957,14722,11268,11713,28843,26552,26503,16002,16197,15936,12498,12877,32384,29486,32081,19388,20255,18628,12732,13239,43269,37764,36940,32885,32817,25203,13732,14350,56798,47719,48156,38352,47896,45309,15202,17507,77070,58507,76413,38451,44790,47520,18348,19726,93842,95636,72637,45603,40037,52102,23034,23507,76986,70131,92955,31265,36882,47238,23040,24761,82657,95332,OVRFLW,53980,56627,41967,24426,24214,OVRFLW,OVRFLW,OVRFLW,40988,42253,62607,25209,26253,83786,OVRFLW,82407,54739,55637,58427,24607,26475,5326,8884,4456,888,891,887,906,941
14:31:27,28004,24928,25975,14733,15117,14852,11347,11768,29344,26991,26885,16129,16300,16068,12538,12953,32990,29969,32667,19584,20468,18745,12811,13326,44152,38529,37672,33303,33122,25425,13797,14427,58273,48963,49318,38822,48781,45733,15305,17649,79737,60318,79280,39050,45446,48191,18508,19929,97374,OVRFLW,75208,46578,40634,52965,23394,23831,79948,72826,96876,31856,37556,48171,23393,25115,85826,OVRFLW,OVRFLW,55307,57918,42712,24869,24645,OVRFLW,OVRFLW,OVRFLW,42011,43239,63882,25659,26664,87102,OVRFLW,85518,55949,56655,59413,24957,26965,5314,8934,4454,888,895,885,908,944
14:46:27,28631,25382,26490,14908,15247,14994,11409,11850,29843,27401,27323,16278,16430,16161,12628,13018,33582,30505,33258,19802,20655,18859,12877,13412,45080,39333,38372,33779,33443,25594,13876,14535,59826,50150,50488,39246,49670,46140,15395,17784,82455,62250,82226,39602,46162,48855,18662,20136,OVRFLW,OVRFLW,77824,47475,41251,53760,23725,24203,83088,75705,OVRFLW,32529,38242,49118,23767,25490,89024,OVRFLW,OVRFLW,56644,59156,43441,25356,25000,OVRFLW,OVRFLW,OVRFLW,43126,44252,65141,26068,27075,90534,OVRFLW,88730,57171,57633,60411,25385,27436,5329,9015,4450,886,891,894,910,943
15:01:27,29231,25852,26948,15048,15423,15120,11485,11958,30340,27805,27717,16387,16519,16256,12674,13101,34193,31013,33850,19971,20844,19002,12933,13476,45940,40112,39088,34248,33725,25794,13945,14609,61423,51419,51674,39699,50524,46537,15473,17914,85131,64217,85374,40177,46869,49497,18843,20355,OVRFLW,OVRFLW,80473,48405,41858,54595,24049,24531,86254,78666,OVRFLW,33141,38988,50077,24127,25858,92400,OVRFLW,OVRFLW,58046,60437,44212,25790,25371,OVRFLW,OVRFLW,OVRFLW,44226,45302,66318,26514,27535,94165,OVRFLW,91940,58301,58635,61390,25765,27903,5328,9064,4459,890,895,887,909,946
15:16:27,29867,26331,27444,15212,15549,15251,11582,12046,30799,28219,28125,16552,16662,16377,12749,13180,34812,31516,34456,20166,21051,19134,13005,13572,46921,40850,39774,34666,34040,25964,14015,14684,62961,52702,52822,40114,51336,46894,15579,18054,87922,66319,88545,40770,47516,50190,18996,20517,OVRFLW,OVRFLW,83300,49419,42501,55354,24364,24878,89668,81777,OVRFLW,33825,39750,51012,24461,26223,95817,OVRFLW,OVRFLW,59463,61683,44995,26252,25786,OVRFLW,OVRFLW,OVRFLW,45375,46375,67643,26920,27946,OVRFLW,OVRFLW,95180,59515,59618,62469,26125,28332,5338,9123,4459,886,895,885,907,943
15:31:27,30497,26817,27921,15388,15687,15391,11634,12147,31344,28614,28558,16672,16749,16476,12827,13244,35400,31996,35052,20394,21234,19251,13073,13651,47790,41642,40497,35111,34303,26113,14081,14774,64552,54017,54002,40548,52130,47269,15678,18181,90797,68359,91824,41325,48178,50800,19131,20734,OVRFLW,OVRFLW,86203,50312,43080,56123,24694,25196,93084,84932,OVRFLW,34514,40502,51980,24807,26603,OVRFLW,OVRFLW,OVRFLW,60844,62954,45827,26669,26186,OVRFLW,OVRFLW,OVRFLW,46525,47431,68800,27389,28366,OVRFLW,OVRFLW,OVRFLW,60659,60616,63495,26532,28785,5326,9188,4475,885,894,884,909,944
15:46:27,31121,27293,28437,15532,15843,15536,11707,12214,31812,29049,28988,16796,16867,16566,12871,13314,36035,32544,35598,20564,21470,19365,13133,13753,48737,42410,41229,35518,34522,26287,14161,14878,66238,55318,55257,40957,52918,47625,15767,18303,93722,70495,95162,41857,48839,51467,19304,20941,OVRFLW,OVRFLW,89203,51218,43705,56890,25014,25543,96733,88240,OVRFLW,35222,41234,52914,25174,26966,OVRFLW,OVRFLW,OVRFLW,62207,64131,46601,27132,26595,OVRFLW,OVRFLW,OVRFLW,47698,48454,69936,27776,28819,OVRFLW,OVRFLW,OVRFLW,61783,61654,64462,26936,29210,5339,9253,4466,888,897,889,911,945
16:01:27,31748,27762,28924,15701,15987,15693,11792,12298,32343,29477,29385,16939,16981,16683,12957,13397,36605,33058,36204,20773,21658,19480,13183,13815,49641,43218,41917,35945,34810,26464,14227,14954,67843,56616,56437,41319,53629,47986,15874,18447,96705,72798,OVRFLW,42410,49468,52041,19450,21114,OVRFLW,OVRFLW,92319,52136,44355,57581,25285,25890,OVRFLW,91685,OVRFLW,35994,41986,53862,25542,27308,OVRFLW,OVRFLW,OVRFLW,63606,65430,47456,27564,26975,OVRFLW,OVRFLW,OVRFLW,48836,49491,71009,28202,29254,OVRFLW,OVRFLW,OVRFLW,62832,62644,65590,27383,29644,5351,9310,4470,889,887,885,907,944
